request_id,created_at,closed_at,status,priority,category,subcategory,location,team,owner,channel,sla_hours,resolution_hours,reopened,satisfaction_score,last_updated_at,source_system
SR-101079,2026-07-30T12:48:34.167097Z,2026-08-02T22:41:22.702253Z,Closed,Low,Permit & Compliance,Policy clarification,North Service Center,Compliance Services,G. Baker,Email,96,81.88,No,4,2026-08-02T22:41:22.702253Z,Service Portal
SR-101081,2026-07-30T13:12:41.386484Z,2026-08-01T16:57:29.412403Z,Closed,Normal,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,E. Thompson,Mobile,48,51.75,No,4,2026-08-01T16:57:29.412403Z,Service Portal
SR-101077,2026-07-30T14:29:19.469299Z,2026-08-01T03:17:11.028756Z,Closed,Normal,Billing & Payments,Payment failure,Central Service Center,Billing Operations,C. Davis,Web,48,36.80,No,4,2026-08-01T03:17:11.028756Z,Service Portal
SR-101076,2026-07-30T15:05:22.897775Z,2026-07-31T04:40:59.706490Z,Closed,High,General Inquiry,Feedback,Central Service Center,,D. Wilson,Mobile,16,13.59,No,5,2026-07-31T04:40:59.706490Z,Field App
SR-101088,2026-07-31T07:44:58.050352Z,2026-08-02T12:02:15.972906Z,Closed,Normal,Equipment & Maintenance,Replacement request,Central Service Center,Field Operations,V. Hall,Mobile,48,52.29,No,4,2026-08-02T12:02:15.972906Z,Service Portal
SR-101094,2026-07-31T08:23:00.597303Z,2026-08-01T22:22:36.624427Z,Closed,High,Equipment & Maintenance,Replacement request,West Service Center,Field Operations,N. Lewis,Walk-in,16,37.99,No,,2026-08-01T22:22:36.624427Z,Service Portal
SR-101096,2026-07-31T09:35:15.198329Z,2026-07-31T16:01:06.736664Z,Closed,Normal,Account Access,Identity verification,South Service Center,Technical Support,S. Rivera,Web,48,6.43,No,3,2026-07-31T16:01:06.736664Z,Contact Center
SR-101090,2026-07-31T10:23:54.143983Z,2026-08-05T22:42:37.510490Z,Closed,Low,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,N. Lewis,Mobile,96,132.31,No,4,2026-08-05T22:42:37.510490Z,Service Portal
SR-101092,2026-07-31T14:12:35.923379Z,2026-07-31T19:13:34.250011Z,Closed,High,Account Access,Permission request,Remote,Technical Support,A. Patel,Web,16,5.02,No,,2026-07-31T19:13:34.250011Z,Service Portal
SR-101095,2026-07-31T14:47:45.909987Z,2026-08-03T02:57:20.422861Z,Closed,High,Equipment & Maintenance,Device repair,West Service Center,Field Operations,H. Clark,Mobile,16,60.16,No,,2026-08-03T02:57:20.422861Z,Service Portal
SR-101086,2026-07-31T15:00:40.145298Z,2026-08-01T10:52:34.171487Z,Closed,Low,General Inquiry,Feedback,Central Service Center,Customer Care,E. Thompson,Email,96,19.87,No,4,2026-08-01T10:52:34.171487Z,Field App
SR-101089,2026-07-31T16:19:35.833431Z,2026-08-02T20:34:46.465748Z,Closed,Normal,Equipment & Maintenance,Replacement request,Central Service Center,Field Operations,V. Hall,Mobile,48,52.25,No,,2026-08-02T20:34:46.465748Z,Service Portal
SR-101097,2026-07-31T16:46:25.317486Z,2026-08-01T23:48:37.365501Z,Closed,Normal,Billing & Payments,Invoice question,Central Service Center,Billing Operations,R. Williams,Web,48,31.04,Yes,,2026-08-01T23:48:37.365501Z,Field App
SR-101091,2026-07-31T16:54:35.822392Z,2026-08-01T23:20:54.446431Z,Closed,High,Equipment & Maintenance,Preventive maintenance,Remote,Field Operations,V. Hall,Email,16,30.44,No,3,2026-08-01T23:20:54.446431Z,Service Portal
SR-101093,2026-07-31T17:46:55.934734Z,2026-08-03T18:28:19.388666Z,Closed,Low,Billing & Payments,Payment failure,North Service Center,Billing Operations,T. Nguyen,Email,96,72.69,No,,2026-08-03T18:28:19.388666Z,Contact Center
SR-101087,2026-07-31T18:45:18.610285Z,2026-08-05T11:18:50.987589Z,Closed,Normal,Permit & Compliance,Application status,North Service Center,Compliance Services,G. Baker,Web,48,112.56,No,3,2026-08-05T11:18:50.987589Z,Contact Center
SR-101104,2026-08-01T08:39:46.054031Z,2026-08-01T14:20:20.558117Z,Closed,Critical,Billing & Payments,Payment failure,Central Service Center,Billing Operations,C. Davis,Web,4,5.68,No,,2026-08-01T14:20:20.558117Z,Field App
SR-101105,2026-08-01T09:06:12.981997Z,2026-08-01T23:37:33.194182Z,Closed,Normal,Account Access,Identity verification,North Service Center,Technical Support,S. Rivera,Walk-in,48,14.52,No,5,2026-08-01T23:37:33.194182Z,Service Portal
SR-101099,2026-08-01T09:14:04.792797Z,2026-08-02T04:11:56.391017Z,Closed,High,Billing & Payments,Invoice question,South Service Center,Billing Operations,R. Williams,Mobile,16,18.96,No,4,2026-08-02T04:11:56.391017Z,Service Portal
SR-101102,2026-08-01T10:35:34.045993Z,2026-08-02T20:05:10.704478Z,Closed,Normal,Delivery & Fulfillment,Damaged item,West Service Center,Customer Care,D. Wilson,Mobile,48,33.49,No,,2026-08-02T20:05:10.704478Z,Contact Center
SR-101100,2026-08-01T11:06:46.346117Z,2026-08-03T12:37:34.299375Z,Closed,High,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,E. Thompson,Web,16,49.51,No,,2026-08-03T12:37:34.299375Z,Contact Center
SR-101103,2026-08-01T16:52:05.209455Z,2026-08-04T08:19:10.937109Z,Closed,Low,Permit & Compliance,Documentation review,South Service Center,Compliance Services,F. Wright,Email,96,63.45,No,5,2026-08-04T08:19:10.937109Z,Field App
SR-101098,2026-08-01T17:09:36.435505Z,2026-08-02T16:31:34.738002Z,Closed,Normal,Account Access,Permission request,North Service Center,Technical Support,S. Rivera,Phone,48,23.37,No,,2026-08-02T16:31:34.738002Z,Contact Center
SR-101101,2026-08-01T19:59:54.929943Z,2026-08-07T15:02:39.326197Z,Closed,Low,Permit & Compliance,Policy clarification,South Service Center,Compliance Services,F. Wright,Phone,96,139.05,No,4,2026-08-07T15:02:39.326197Z,Service Portal
SR-101110,2026-08-02T09:21:44.771173Z,2026-08-03T11:49:29.782722Z,Closed,Normal,Billing & Payments,Invoice question,Remote,Billing Operations,L. Moore,Walk-in,48,26.46,No,,2026-08-03T11:49:29.782722Z,Contact Center
SR-101112,2026-08-02T09:23:40.928093Z,2026-08-02T19:28:21.470515Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,S. Rivera,Mobile,48,10.08,No,4,2026-08-02T19:28:21.470515Z,Field App
SR-101106,2026-08-02T16:16:41.944849Z,2026-08-03T23:34:53.076905Z,Closed,High,Billing & Payments,Refund request,North Service Center,Billing Operations,R. Williams,Phone,16,31.30,No,3,2026-08-03T23:34:53.076905Z,Service Portal
SR-101111,2026-08-02T16:26:10.736615Z,2026-08-05T07:35:31.344328Z,Closed,Normal,Permit & Compliance,Documentation review,South Service Center,Compliance Services,O. Scott,Phone,48,63.16,No,4,2026-08-05T07:35:31.344328Z,Service Portal
SR-101109,2026-08-02T19:57:29.015913Z,2026-08-03T10:25:10.032962Z,Closed,High,Account Access,Permission request,South Service Center,Technical Support,M. Chen,Phone,16,14.46,No,3,2026-08-03T10:25:10.032962Z,Service Portal
SR-101108,2026-08-02T19:59:16.488191Z,2026-08-05T17:18:06.755689Z,Closed,Normal,Equipment & Maintenance,Device repair,North Service Center,Field Operations,H. Clark,Web,48,69.31,No,3,2026-08-05T17:18:06.755689Z,Contact Center
SR-101107,2026-08-02T20:09:47.207395Z,2026-08-03T23:29:43.976503Z,Closed,Low,General Inquiry,Feedback,West Service Center,Customer Care,D. Wilson,Phone,96,27.33,No,4,2026-08-03T23:29:43.976503Z,Contact Center
SR-101123,2026-08-03T08:39:38.196806Z,2026-08-09T00:03:59.680946Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,West Service Center,Field Operations,H. Clark,Email,48,135.41,No,3,2026-08-09T00:03:59.680946Z,Service Portal
SR-101122,2026-08-03T09:49:11.053694Z,2026-08-03T21:06:29.800604Z,Closed,Normal,General Inquiry,Status request,Central Service Center,Customer Care,D. Wilson,Web,48,11.29,No,,2026-08-03T21:06:29.800604Z,Service Portal
SR-101113,2026-08-03T09:49:29.960207Z,2026-08-04T07:25:13.119909Z,Closed,High,Permit & Compliance,Documentation review,Remote,Compliance Services,F. Wright,Phone,16,21.60,No,3,2026-08-04T07:25:13.119909Z,Service Portal
SR-101115,2026-08-03T11:04:21.084875Z,2026-08-04T07:03:08.389616Z,Closed,Low,Account Access,Password reset,North Service Center,Technical Support,J. Brooks,Email,96,19.98,No,,2026-08-04T07:03:08.389616Z,Service Portal
SR-101117,2026-08-03T11:31:23.942611Z,2026-08-05T13:25:31.806497Z,Closed,Normal,Permit & Compliance,Policy clarification,South Service Center,Compliance Services,O. Scott,Walk-in,48,49.90,No,,2026-08-05T13:25:31.806497Z,Service Portal
SR-101118,2026-08-03T13:18:00.216824Z,2026-08-04T03:56:24.001882Z,Closed,High,Delivery & Fulfillment,Damaged item,West Service Center,Customer Care,D. Wilson,Web,16,14.64,No,4,2026-08-04T03:56:24.001882Z,Contact Center
SR-101114,2026-08-03T14:40:49.934918Z,2026-08-09T21:56:12.702391Z,Closed,Normal,Permit & Compliance,Documentation review,South Service Center,Compliance Services,O. Scott,Mobile,48,151.26,No,3,2026-08-09T21:56:12.702391Z,Service Portal
SR-101116,2026-08-03T16:00:18.255380Z,2026-08-10T12:12:11.759769Z,Closed,Low,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,N. Lewis,Walk-in,96,164.20,No,,2026-08-10T12:12:11.759769Z,Field App
SR-101121,2026-08-03T16:40:44.421822Z,2026-08-04T00:53:34.085114Z,Closed,High,General Inquiry,Feedback,West Service Center,Customer Care,E. Thompson,Email,16,8.21,No,4,2026-08-04T00:53:34.085114Z,Service Portal
SR-101119,2026-08-03T17:00:29.246030Z,2026-08-04T07:40:46.169235Z,Closed,High,Billing & Payments,Invoice question,West Service Center,Billing Operations,C. Davis,Walk-in,16,14.67,No,2,2026-08-04T07:40:46.169235Z,Service Portal
SR-101120,2026-08-03T20:53:54.380115Z,2026-08-09T06:54:05.915799Z,Closed,Normal,Permit & Compliance,Application status,West Service Center,Compliance Services,I. Adams,Mobile,48,130.00,No,4,2026-08-09T06:54:05.915799Z,Contact Center
SR-101133,2026-08-04T07:46:20.737244Z,2026-08-04T13:41:47.744014Z,Closed,Normal,Account Access,Identity verification,West Service Center,Technical Support,A. Patel,Web,48,5.92,No,4,2026-08-04T13:41:47.744014Z,Service Portal
SR-101136,2026-08-04T08:10:35.552158Z,2026-08-06T01:31:42.207512Z,Closed,Normal,Permit & Compliance,Documentation review,Central Service Center,Compliance Services,I. Adams,Web,48,41.35,No,4,2026-08-06T01:31:42.207512Z,Service Portal
SR-101135,2026-08-04T09:10:01.887187Z,2026-08-04T22:15:53.185643Z,Closed,Normal,General Inquiry,Status request,South Service Center,Customer Care,D. Wilson,Email,48,13.10,No,4,2026-08-04T22:15:53.185643Z,Contact Center
SR-101129,2026-08-04T09:57:25.520666Z,2026-08-05T09:57:12.405305Z,Closed,Low,Billing & Payments,Invoice question,Central Service Center,Billing Operations,C. Davis,Mobile,96,24.00,Yes,3,2026-08-05T09:57:12.405305Z,Contact Center
SR-101130,2026-08-04T10:27:32.196440Z,2026-08-05T01:00:39.408495Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,J. Brooks,Phone,48,14.55,Yes,4,2026-08-05T01:00:39.408495Z,Contact Center
SR-101125,2026-08-04T11:30:28.202699Z,2026-08-04T20:08:55.176215Z,Closed,High,Billing & Payments,Refund request,North Service Center,Billing Operations,C. Davis,Mobile,16,8.64,No,4,2026-08-04T20:08:55.176215Z,Contact Center
SR-101138,2026-08-04T12:51:53.327175Z,2026-08-07T02:54:24.118367Z,Closed,Normal,Equipment & Maintenance,Device repair,Remote,Field Operations,P. Garcia,Web,48,62.04,No,,2026-08-07T02:54:24.118367Z,Contact Center
SR-101137,2026-08-04T15:30:10.572165Z,2026-08-05T07:18:00.922497Z,Closed,High,General Inquiry,Service information,North Service Center,Customer Care,B. Martin,Walk-in,16,15.80,No,5,2026-08-05T07:18:00.922497Z,Field App
SR-101127,2026-08-04T16:00:06.737652Z,2026-08-06T08:59:00.116151Z,Closed,Low,Billing & Payments,Invoice question,Central Service Center,Billing Operations,L. Moore,Email,96,40.98,Yes,4,2026-08-06T08:59:00.116151Z,Service Portal
SR-101132,2026-08-04T16:45:41.668813Z,2026-08-06T15:18:18.923648Z,Closed,Normal,Equipment & Maintenance,Replacement request,Remote,Field Operations,V. Hall,Web,48,46.54,No,5,2026-08-06T15:18:18.923648Z,Service Portal
SR-101126,2026-08-04T17:35:47.219767Z,2026-08-06T00:02:44.978151Z,Closed,Normal,Equipment & Maintenance,Device repair,Remote,Field Operations,H. Clark,Walk-in,48,30.45,No,4,2026-08-06T00:02:44.978151Z,Contact Center
SR-101128,2026-08-04T19:01:39.289217Z,2026-08-05T03:15:13.195424Z,Closed,Critical,Delivery & Fulfillment,Damaged item,North Service Center,Customer Care,D. Wilson,Email,4,8.23,No,,2026-08-05T03:15:13.195424Z,Service Portal
SR-101134,2026-08-04T19:01:49.396600Z,2026-08-04T23:32:15.243236Z,Closed,Normal,Account Access,Identity verification,Remote,Technical Support,S. Rivera,Mobile,48,4.51,No,4,2026-08-04T23:32:15.243236Z,Contact Center
SR-101124,2026-08-04T19:29:49.467500Z,2026-08-05T23:48:04.927826Z,Closed,High,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,P. Garcia,Email,16,28.30,No,4,2026-08-05T23:48:04.927826Z,Service Portal
SR-101131,2026-08-04T20:42:48.185446Z,2026-08-07T07:13:35.111463Z,Closed,Low,Permit & Compliance,Documentation review,Central Service Center,Compliance Services,O. Scott,Email,96,58.51,No,4,2026-08-07T07:13:35.111463Z,Service Portal
SR-101139,2026-08-05T09:09:01.838404Z,2026-08-06T13:52:10.381994Z,Closed,High,Equipment & Maintenance,Replacement request,Central Service Center,Field Operations,V. Hall,Email,16,28.72,No,,2026-08-06T13:52:10.381994Z,Service Portal
SR-101146,2026-08-05T10:51:04.383651Z,2026-08-09T03:46:12.119367Z,Closed,Normal,Equipment & Maintenance,Device repair,West Service Center,Field Operations,P. Garcia,Web,48,88.92,No,,2026-08-09T03:46:12.119367Z,Contact Center
SR-101148,2026-08-05T11:06:57.158185Z,2026-08-08T03:36:55.239691Z,Closed,Low,Equipment & Maintenance,Device repair,South Service Center,Field Operations,P. Garcia,Mobile,96,64.50,No,,2026-08-08T03:36:55.239691Z,Contact Center
SR-101143,2026-08-05T14:03:23.058468Z,2026-08-06T08:45:29.515455Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,M. Chen,Mobile,48,18.70,No,5,2026-08-06T08:45:29.515455Z,Contact Center
SR-101140,2026-08-05T14:08:03.045486Z,2026-08-07T13:59:49.479219Z,Closed,Low,General Inquiry,Service information,Central Service Center,Customer Care,E. Thompson,Web,96,47.86,No,5,2026-08-07T13:59:49.479219Z,Service Portal
SR-101145,2026-08-05T15:17:37.402596Z,2026-08-06T04:12:17.926289Z,Closed,Normal,Account Access,Permission request,West Service Center,Technical Support,A. Patel,Email,48,12.91,No,,2026-08-06T04:12:17.926289Z,Service Portal
SR-101147,2026-08-05T16:00:19.018532Z,2026-08-06T07:27:06.446414Z,Closed,Normal,Account Access,Permission request,North Service Center,Technical Support,S. Rivera,Phone,48,15.45,No,4,2026-08-06T07:27:06.446414Z,Service Portal
SR-101144,2026-08-05T16:49:19.001183Z,2026-08-08T20:33:56.914765Z,Closed,Low,Delivery & Fulfillment,Address correction,North Service Center,Customer Care,B. Martin,Walk-in,96,75.74,No,5,2026-08-08T20:33:56.914765Z,Field App
SR-101141,2026-08-05T17:15:06.457478Z,2026-08-05T21:40:07.981292Z,Closed,High,Account Access,Identity verification,North Service Center,Technical Support,A. Patel,Mobile,16,4.42,No,4,2026-08-05T21:40:07.981292Z,Contact Center
SR-101151,2026-08-05T17:25:52.761538Z,2026-08-07T11:26:09.807974Z,Closed,High,Billing & Payments,Invoice question,West Service Center,Billing Operations,L. Moore,Web,16,42.00,Yes,7,2026-08-07T11:26:09.807974Z,Field App
SR-101152,2026-08-05T18:03:22.580380Z,2026-08-07T04:45:50.069102Z,Closed,High,Delivery & Fulfillment,Damaged item,Remote,Customer Care,K. Johnson,Web,16,34.71,No,3,2026-08-07T04:45:50.069102Z,Service Portal
SR-101150,2026-08-05T18:17:30.201455Z,2026-08-06T11:36:52.219842Z,Closed,Normal,Delivery & Fulfillment,Address correction,North Service Center,Customer Care,K. Johnson,Email,48,17.32,No,5,2026-08-06T11:36:52.219842Z,Service Portal
SR-101142,2026-08-05T18:37:31.461415Z,2026-08-06T08:41:21.980610Z,Closed,Normal,General Inquiry,Status request,North Service Center,Customer Care,K. Johnson,Email,48,14.06,No,5,2026-08-06T08:41:21.980610Z,Contact Center
SR-101149,2026-08-05T19:54:42.143728Z,2026-08-08T14:52:47.623495Z,Closed,Normal,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,F. Wright,Phone,48,66.97,No,,2026-08-08T14:52:47.623495Z,Service Portal
SR-101154,2026-08-06T08:11:15.573032Z,2026-08-06T14:35:48.555707Z,Closed,High,Account Access,Password reset,North Service Center,Technical Support,S. Rivera,Web,16,6.41,No,,2026-08-06T14:35:48.555707Z,Service Portal
SR-101159,2026-08-06T08:55:24.704342Z,2026-08-07T00:08:54.191645Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,E. Thompson,Email,48,15.22,Yes,5,2026-08-07T00:08:54.191645Z,Service Portal
SR-101153,2026-08-06T11:47:01.676912Z,2026-08-09T04:42:50.282826Z,Closed,Normal,Delivery & Fulfillment,Address correction,Central Service Center,Customer Care,D. Wilson,Web,48,64.93,No,3,2026-08-09T04:42:50.282826Z,Service Portal
SR-101155,2026-08-06T13:04:18.721586Z,2026-08-07T01:52:24.281629Z,Closed,Normal,Account Access,Password reset,Remote,Technical Support,M. Chen,Phone,48,12.80,No,4,2026-08-07T01:52:24.281629Z,Service Portal
SR-101162,2026-08-06T13:09:29.292391Z,2026-08-11T18:52:32.455472Z,Closed,Low,Permit & Compliance,Documentation review,Central Service Center,Compliance Services,I. Adams,Web,96,125.72,No,4,2026-08-11T18:52:32.455472Z,Contact Center
SR-101163,2026-08-06T13:38:39.146575Z,2026-08-07T06:41:27.708984Z,Closed,Normal,General Inquiry,Feedback,Remote,Customer Care,K. Johnson,Web,0,17.05,No,,2026-08-07T06:41:27.708984Z,Service Portal
SR-101161,2026-08-06T14:09:42.059106Z,2026-08-08T09:45:14.867131Z,Closed,High,Permit & Compliance,Application status,Remote,Compliance Services,O. Scott,Phone,16,43.59,No,4,2026-08-08T09:45:14.867131Z,Contact Center
SR-101156,2026-08-06T15:11:09.032822Z,2026-08-08T21:42:03.879421Z,Closed,Normal,Billing & Payments,Invoice question,South Service Center,Billing Operations,T. Nguyen,Email,48,54.52,No,3,2026-08-08T21:42:03.879421Z,Contact Center
SR-101158,2026-08-06T15:52:35.627921Z,2026-08-06T21:59:56.668995Z,Closed,Normal,General Inquiry,Status request,South Service Center,Customer Care,E. Thompson,Walk-in,48,6.12,No,,2026-08-06T21:59:56.668995Z,Service Portal
SR-101157,2026-08-06T18:08:19.970554Z,2026-08-09T00:29:01.903718Z,Closed,Low,Delivery & Fulfillment,Late delivery,Remote,Customer Care,K. Johnson,Web,96,54.34,No,4,2026-08-09T00:29:01.903718Z,Service Portal
SR-101160,2026-08-06T18:54:16.995510Z,2026-08-07T00:35:39.779600Z,Closed,High,Account Access,Password reset,North Service Center,Technical Support,J. Brooks,Phone,16,5.69,No,,2026-08-07T00:35:39.779600Z,Service Portal
SR-101171,2026-08-07T07:57:35.747542Z,2026-08-08T16:46:57.964594Z,Closed,Low,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,K. Johnson,Web,96,32.82,Yes,4,2026-08-08T16:46:57.964594Z,Contact Center
SR-101166,2026-08-07T10:10:54.178345Z,2026-08-08T11:55:49.980974Z,Closed,Low,Billing & Payments,Refund request,South Service Center,Billing Operations,C. Davis,Phone,96,25.75,No,5,2026-08-08T11:55:49.980974Z,Service Portal
SR-101177,2026-08-07T10:14:33.725370Z,2026-08-07T18:23:59.563711Z,Closed,High,General Inquiry,Status request,Remote,Customer Care,B. Martin,Web,16,8.16,No,,2026-08-07T18:23:59.563711Z,Contact Center
SR-101164,2026-08-07T10:35:29.937761Z,2026-08-09T23:00:06.717053Z,Closed,High,Delivery & Fulfillment,Damaged item,Remote,Customer Care,B. Martin,Email,16,60.41,No,3,2026-08-09T23:00:06.717053Z,Service Portal
SR-101168,2026-08-07T11:14:29.186201Z,2026-08-07T15:40:24.302364Z,Closed,Normal,Account Access,Identity verification,North Service Center,Technical Support,S. Rivera,Phone,48,4.43,No,4,2026-08-07T15:40:24.302364Z,Service Portal
SR-101167,2026-08-07T11:16:49.828103Z,2026-08-07T14:22:49.381738Z,Closed,Critical,Account Access,Identity verification,Central Service Center,Technical Support,A. Patel,Mobile,4,3.10,No,,2026-08-07T14:22:49.381738Z,Contact Center
SR-101176,2026-08-07T11:18:12.273365Z,2026-08-09T01:32:30.980480Z,Closed,Normal,Equipment & Maintenance,Replacement request,North Service Center,Field Operations,P. Garcia,Web,48,38.24,Yes,,2026-08-09T01:32:30.980480Z,Contact Center
SR-101169,2026-08-07T12:01:08.831971Z,2026-08-09T04:50:30.481363Z,Closed,Low,General Inquiry,Service information,North Service Center,Customer Care,B. Martin,Phone,96,40.82,No,4,2026-08-09T04:50:30.481363Z,Service Portal
SR-101174,2026-08-07T12:04:51.951575Z,2026-08-08T04:46:41.598010Z,Closed,Low,General Inquiry,Feedback,North Service Center,Customer Care,K. Johnson,Phone,96,16.70,No,5,2026-08-08T04:46:41.598010Z,Service Portal
SR-101170,2026-08-07T12:21:52.930234Z,2026-08-08T18:52:29.690178Z,Closed,Normal,Delivery & Fulfillment,Address correction,North Service Center,Customer Care,E. Thompson,Phone,48,30.51,No,4,2026-08-08T18:52:29.690178Z,Service Portal
SR-101173,2026-08-07T13:46:58.343286Z,2026-08-10T11:53:51.125604Z,Closed,Normal,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,P. Garcia,Mobile,48,70.11,No,3,2026-08-10T11:53:51.125604Z,Field App
SR-101175,2026-08-07T15:04:27.569408Z,2026-08-08T11:57:15.064737Z,Closed,Critical,Equipment & Maintenance,Device repair,West Service Center,Field Operations,N. Lewis,Email,4,20.88,No,3,2026-08-08T11:57:15.064737Z,Service Portal
SR-101165,2026-08-07T17:44:12.869737Z,2026-08-08T09:45:53.958345Z,Closed,Normal,Billing & Payments,Invoice question,West Service Center,Billing Operations,R. Williams,Email,48,16.03,No,4,2026-08-08T09:45:53.958345Z,Service Portal
SR-101172,2026-08-07T19:44:16.925031Z,2026-08-08T01:54:56.440578Z,Closed,Normal,Account Access,Permission request,North Service Center,Technical Support,M. Chen,Email,48,6.18,Yes,3,2026-08-08T01:54:56.440578Z,Contact Center
SR-101179,2026-08-08T16:41:18.823022Z,2026-08-10T02:59:53.938993Z,Closed,Low,Delivery & Fulfillment,Address correction,North Service Center,Customer Care,B. Martin,Mobile,96,34.31,No,4,2026-08-10T02:59:53.938993Z,Service Portal
SR-101178,2026-08-08T17:23:14.640935Z,2026-08-09T06:39:06.942579Z,Closed,Normal,Account Access,Permission request,West Service Center,Technical Support,A. Patel,Web,48,13.26,No,3,2026-08-09T06:39:06.942579Z,Contact Center
SR-101181,2026-08-09T08:24:32.284536Z,2026-08-13T10:33:36.805755Z,Closed,Normal,Permit & Compliance,Application status,Remote,Compliance Services,I. Adams,Web,48,98.15,No,3,2026-08-13T10:33:36.805755Z,Field App
SR-101183,2026-08-09T09:08:07.761693Z,2026-08-11T03:25:07.750524Z,Closed,High,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,H. Clark,Phone,16,42.28,No,,2026-08-11T03:25:07.750524Z,Service Portal
SR-101182,2026-08-09T12:22:02.221466Z,2026-08-14T22:14:47.832571Z,Closed,Normal,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,H. Clark,Mobile,48,129.88,No,3,2026-08-14T22:14:47.832571Z,Service Portal
SR-101184,2026-08-09T15:15:31.662509Z,2026-08-11T15:26:04.559323Z,Closed,Normal,Equipment & Maintenance,Device repair,South Service Center,Field Operations,V. Hall,Email,48,48.18,No,4,2026-08-11T15:26:04.559323Z,Contact Center
SR-101180,2026-08-09T19:30:16.473418Z,2026-08-11T05:56:15.984483Z,Closed,High,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,V. Hall,Phone,16,34.43,No,,2026-08-11T05:56:15.984483Z,Contact Center
SR-101193,2026-08-10T08:16:00.306908Z,2026-08-11T01:31:11.918544Z,Closed,High,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,K. Johnson,Web,16,17.25,No,5,2026-08-11T01:31:11.918544Z,Contact Center
SR-101187,2026-08-10T10:48:35.211189Z,2026-08-10T14:41:47.005894Z,Closed,High,Account Access,Permission request,Central Service Center,Technical Support,M. Chen,Web,16,3.89,No,5,2026-08-10T14:41:47.005894Z,Service Portal
SR-101194,2026-08-10T11:36:24.176910Z,2026-08-11T05:54:58.877889Z,Closed,Normal,Delivery & Fulfillment,Damaged item,West Service Center,Customer Care,B. Martin,Email,48,18.31,No,4,2026-08-11T05:54:58.877889Z,Service Portal
SR-101185,2026-08-10T11:57:29.423928Z,2026-08-11T01:25:01.401736Z,Closed,Normal,Account Access,Identity verification,West Service Center,Technical Support,A. Patel,Web,48,13.46,No,4,2026-08-11T01:25:01.401736Z,Contact Center
SR-101188,2026-08-10T12:32:05.160313Z,2026-08-11T10:58:39.062118Z,Closed,Normal,Permit & Compliance,Application status,Remote,Compliance Services,O. Scott,Web,48,22.44,No,4,2026-08-11T10:58:39.062118Z,Service Portal
SR-101190,2026-08-10T13:55:42.340081Z,2026-08-12T05:54:39.445204Z,Closed,High,Permit & Compliance,Policy clarification,South Service Center,Compliance Services,I. Adams,Walk-in,16,39.98,No,4,2026-08-12T05:54:39.445204Z,Service Portal
SR-101189,2026-08-10T13:59:03.612978Z,2026-08-11T01:38:52.301291Z,Closed,High,Billing & Payments,Payment failure,North Service Center,Billing Operations,L. Moore,Walk-in,16,11.66,Yes,,2026-08-11T01:38:52.301291Z,Service Portal
SR-101192,2026-08-10T14:54:25.327569Z,2026-08-11T13:12:34.604789Z,Closed,Critical,Delivery & Fulfillment,Address correction,Remote,Customer Care,B. Martin,Mobile,4,22.30,No,4,2026-08-11T13:12:34.604789Z,Service Portal
SR-101186,2026-08-10T15:20:54.751944Z,2026-08-12T01:04:41.464900Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,B. Martin,Web,48,33.73,Yes,,2026-08-12T01:04:41.464900Z,Contact Center
SR-101191,2026-08-10T17:08:50.095176Z,2026-08-13T02:39:28.520775Z,Closed,Low,Billing & Payments,Payment failure,Central Service Center,Billing Operations,L. Moore,Web,96,57.51,No,4,2026-08-13T02:39:28.520775Z,Service Portal
SR-101195,2026-08-11T08:39:16.290110Z,2026-08-12T23:33:46.197288Z,Closed,Low,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,P. Garcia,Phone,96,38.91,No,5,2026-08-12T23:33:46.197288Z,Contact Center
SR-101196,2026-08-11T10:09:44.222624Z,2026-08-12T01:11:52.273702Z,Closed,Low,Account Access,Identity verification,Central Service Center,Technical Support,A. Patel,Walk-in,96,15.04,No,5,2026-08-12T01:11:52.273702Z,Service Portal
SR-101197,2026-08-11T10:17:41.486970Z,2026-08-13T08:34:21.811392Z,Closed,Normal,Billing & Payments,Refund request,South Service Center,Billing Operations,R. Williams,Web,48,46.28,No,5,2026-08-13T08:34:21.811392Z,Contact Center
